0, -540605.250000
1, -540668.000000
2, -540640.937500
3, -540613.937500
4, -540425.875000
5, -540431.062500
6, -540425.500000
7, -540413.812500
8, -540398.375000
9, -540380.312500
10, -540360.375000
11, -540280.750000
12, -540263.562500
13, -540244.812500
14, -540224.875000
15, -540204.062500
16, -540182.437500
17, -540160.187500
18, -540101.687500
19, -540080.375000
20, -540058.500000
21, -540036.125000
22, -540013.312500
23, -539990.187500
24, -539966.812500
25, -539943.062500
26, -539894.375000
27, -539871.062500
28, -539847.500000
29, -539823.750000
30, -539799.812500
31, -539775.687500
32, -539751.312500
33, -539707.375000
34, -539683.375000
35, -539659.125000
36, -539634.750000
37, -539610.312500
38, -539585.687500
39, -539560.937500
40, -539520.000000
41, -539495.562500
42, -539470.875000
43, -539446.125000
44, -539421.312500
45, -539396.375000
46, -539371.375000
47, -539332.625000
48, -539307.750000
49, -539282.812500
50, -539257.812500
51, -539232.687500
52, -539207.562500
53, -539182.312500
54, -539145.187500
55, -539120.062500
56, -539094.937500
57, -539069.687500
58, -539044.437500
59, -539019.125000
60, -538993.750000
61, -538968.312500
62, -538932.562500
63, -538907.187500
64, -538881.812500
65, -538856.375000
66, -538830.937500
67, -538805.437500
68, -538779.937500
69, -538745.125000
70, -538719.687500
71, -538694.125000
72, -538668.625000
73, -538643.125000
74, -538617.500000
75, -538591.875000
76, -538557.812500
77, -538532.312500
78, -538506.750000
79, -538481.062500
80, -538455.437500
81, -538429.812500
82, -538404.187500
83, -538370.750000
84, -538345.125000
85, -538319.437500
86, -538293.750000
87, -538268.062500
88, -538242.375000
89, -538216.625000
90, -538183.750000
91, -538158.062500
92, -538132.312500
93, -538106.625000
94, -538080.875000
95, -538055.125000
96, -538029.312500
97, -538003.500000
98, -537971.187500
99, -537945.437500
100, -537919.625000
101, -537893.875000
102, -537868.125000
103, -537842.312500
104, -537816.437500
105, -537784.562500
106, -537758.750000
107, -537732.937500
108, -537707.125000
109, -537681.312500
110, -537655.437500
111, -537629.625000
112, -537598.000000
113, -537572.187500
114, -537546.375000
115, -537520.562500
116, -537494.687500
117, -537468.812500
118, -537442.937500
119, -537411.687500
120, -537385.812500
121, -537360.000000
122, -537334.125000
123, -537308.250000
124, -537282.375000
125, -537256.500000
126, -537225.500000
127, -537199.687500
128, -537173.812500
129, -537147.875000
130, -537122.000000
131, -537096.125000
132, -537070.187500
133, -537039.500000
134, -537013.687500
135, -536987.750000
136, -536961.875000
137, -536936.000000
138, -536910.125000
139, -536884.125000
140, -536858.250000
141, -536827.812500
142, -536801.937500
143, -536776.062500
144, -536750.125000
145, -536724.250000
146, -536698.312500
147, -536672.375000
148, -536642.187500
149, -536616.250000
150, -536590.375000
151, -536564.437500
152, -536538.562500
153, -536512.625000
154, -536486.750000
155, -536456.687500
156, -536430.812500
157, -536404.875000
158, -536379.000000
159, -536353.125000
160, -536327.187500
161, -536301.250000
162, -536271.375000
163, -536245.437500
164, -536219.625000
165, -536193.687500
166, -536167.750000
167, -536141.812500
168, -536115.875000
169, -536086.250000
170, -536060.375000
171, -536034.437500
172, -536008.500000
173, -535982.625000
174, -535956.750000
175, -535930.812500
176, -535904.875000
177, -535875.437500
178, -535849.500000
179, -535823.562500
180, -535797.687500
181, -535771.812500
182, -535745.875000
183, -535719.937500
184, -535690.625000
185, -535664.750000
186, -535638.812500
187, -535612.937500
188, -535587.000000
189, -535561.125000
190, -535535.250000
191, -535506.000000
192, -535480.125000
193, -535454.187500
194, -535428.375000
195, -535402.437500
196, -535376.500000
197, -535350.625000
198, -535321.562500
199, -535295.687500
200, -535269.812500
201, -535243.937500
202, -535218.000000
203, -535192.125000
204, -535166.250000
205, -535137.312500
206, -535111.437500
207, -535085.500000
208, -535059.625000
209, -535033.812500
210, -535007.875000
211, -534982.000000
212, -534953.187500
213, -534927.312500
214, -534901.500000
215, -534875.562500
216, -534849.687500
217, -534823.875000
218, -534798.000000
219, -534772.125000
220, -534743.375000
221, -534717.562500
222, -534691.687500
223, -534665.875000
224, -534640.000000
225, -534614.125000
226, -534588.312500
227, -534559.625000
228, -534533.812500
229, -534508.000000
230, -534482.125000
231, -534456.250000
232, -534430.437500
233, -534404.625000
234, -534376.062500
235, -534350.250000
236, -534324.437500
237, -534298.562500
238, -534272.812500
239, -534246.937500
240, -534221.125000
241, -534192.625000
242, -534166.875000
243, -534141.000000
244, -534115.187500
245, -534089.437500
246, -534063.562500
247, -534037.750000
248, -534009.437500
249, -533983.625000
250, -533957.812500
251, -533932.000000
252, -533906.187500
253, -533880.437500
254, -533854.562500
255, -533828.812500
256, -533800.562500
257, -533774.750000
258, -533749.000000
259, -533723.187500
260, -533697.437500
261, -533671.625000
